City 1,City 2,Mean Difference,t-statistic,p-value,Significant
Almaty,Astana,-20453.187187964213,-0.8722612707422355,0.38332691791898643,False
Almaty,Shymkent,282742.2766968084,4.618952737673477,4.764725431498754e-06,True
Almaty,Other,360811.3591430857,12.061520805488847,2.070996359438277e-30,True
Astana,Shymkent,303195.4638847726,4.670411093538915,4.6997407058126305e-06,True
Astana,Other,381264.54633104993,11.757930432973353,3.037031033700213e-27,True
Shymkent,Other,78069.08244627732,2.011646091526163,0.04627772467423704,False
